GEO_ID,NAME,Ratio_women_to_men,Percent_hispanic_or_latino,Percent_white,Percent_black,Percent_asian,median_household_income,Ratio_female_labor_16_yrs_and_older,Bachelor_degree_or_higher,Average_household_size
8600000US11209,ZCTA5 11209,1.086174009352695,0.168723915704405,0.7689244790514533,0.043003141175950096,0.15017180610243477,72314,0.461918999728187,25316,2.30
8600000US11214,ZCTA5 11214,1.039318077100292,0.1643212187721903,0.5151916166376176,0.0178598325909668,0.3950035504486476,54041,0.45251274898661903,21073,2.88
8600000US11220,ZCTA5 11220,0.979571561626824,0.4165490417490041,0.3237351400520686,0.03516200871992723,0.4208253609778029,47079,0.4316077441077441,13586,3.39
8600000US11230,ZCTA5 11230,1.0852842026406968,0.10237440359247825,0.7181813078866124,0.0775638506876228,0.15828234633735616,49541,0.466765669807456,22976,2.89
8600000US11355,ZCTA5 11355,1.0916028559602649,0.14771251530555451,0.1450162640842022,0.042212410176493145,0.7368310390461702,39207,0.45091696449534346,12053,2.91
8600000US11377,ZCTA5 11377,0.9477788546056931,0.3806945071221115,0.5126994596220826,0.03253838766040661,0.3861677138658428,57010,0.40710533005677485,18816,2.74
8600000US11378,ZCTA5 11378,1.0519044473800088,0.3220848198717777,0.750502964135304,0.02808551731537863,0.10807693339413611,73333,0.4781236853176273,7315,2.94
8600000US11411,ZCTA5 11411,1.1664579419745356,0.06594729996627968,0.036899657979671464,0.9381473096006552,0.00606965653451515,93882,0.5219232465813851,4810,3.31
8600000US11416,ZCTA5 11416,1.0245559038662486,0.4513548387096774,0.30768663594470047,0.08302304147465438,0.3587834101382488,67461,0.4322566501023093,3829,3.75
8600000US11423,ZCTA5 11423,1.0534955202406644,0.14187898089171974,0.1360828025477707,0.4143949044585987,0.3037579617834395,70266,0.4635244500170979,6599,3.16
8600000US11364,ZCTA5 11364,1.038774718883288,0.0957995978916481,0.4126772808781177,0.03244036298429604,0.5357007009726675,76988,0.4744681963100402,11854,2.71
8600000US11413,ZCTA5 11413,1.1465129216608507,0.04900690337629291,0.029781118205593385,0.9360789765096718,0.015597389439954763,86324,0.5420113580467737,7769,3.41
8600000US11429,ZCTA5 11429,1.1323632402147692,0.12425646826989746,0.0384994343684998,0.777360143050031,0.052512498631536696,83240,0.5064485687323057,5026,3.72
8600000US11434,ZCTA5 11434,1.2516513227694308,0.07531425270933714,0.03804471736255719,0.8867626271070511,0.03172166405739387,62207,0.5651041666666666,9697,2.96
8600000US11436,ZCTA5 11436,1.024299253881831,0.14788065946107487,0.06744035463465657,0.6447676445684116,0.12516810280420382,75242,0.48844824449699836,2790,3.55
8600000US11040,ZCTA5 11040,1.1362546548997603,0.13425030446307043,0.5052415407025336,0.020034864006495214,0.3958975093726867,124378,0.48759791122715407,15176,3.25
